"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 29 16:41:37 GMT 2024","Tue Oct 29 16:41:37 GMT 2024","0","","test_DiscordFrontEnd","TestDiscordMessageActions","","","test_send_and_delete_message_1_with_attachment[firefox]",""
"broken","Tue Oct 29 16:41:40 GMT 2024","Tue Oct 29 16:41:40 GMT 2024","0","","test_DiscordFrontEnd","TestDiscordMessageActions","","","test_send_message_2_add_remove_reactions_and_cleanup[firefox]",""
